"NSS 2025 results for students registered at this provider split by mode, level and subject ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q04: How often does your course challenge you to achieve your best work?,311,441.7,,110.5,159.5,37,4,0,2,86.8,88.3,-1.5,1.8,7.4,28.5,70.2,1.3,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Theme 1: Teaching on my course,313,441.7,,,,,,,,88.2,87.1,1.1,1.8,7.5,2.2,76.1,21.7,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,312,441.7,,113,155.5,36.5,7,0,1,86.1,84.5,1.5,1.9,7.5,1.7,67.9,30.4,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,312,441.7,,91.5,183,34.5,3,0,1,88,88,0,1.8,7.5,8.2,84.2,7.6,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,312,441.7,,114.5,150.5,45.5,1.5,0,1,84.9,85.6,-0.7,1.9,7.5,16.4,78.9,4.6,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q08: To what extent does your course have the right balance of directed and independent study?,312,441.7,,103.5,123,72,13.5,0,1,72.6,77.6,-5,2.3,7.4,86.3,13.7,0.1,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,310.5,441.7,,100,159.5,44,7,0,2.5,83.6,85.7,-2.1,1.9,7.4,41.2,58.1,0.7,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Theme 2: Learning opportunities,312,441.7,,,,,,,,83,84.3,-1.2,2,7.4,26.4,70.7,2.9,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q10: How clear were the marking criteria used to assess your work? ,312,441.7,,71.5,145,82.5,13,0,1,69.4,73.8,-4.4,2.3,7.4,79,20.9,0.2,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q11: How fair has the marking and assessment been on your course? ,312,441.7,,33,193.5,74.5,11,0,1,72.6,77.2,-4.6,2.3,7.5,82.8,17.1,0.1,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q12: How well have assessments allowed you to demonstrate what you have learned?,312,441.7,,41,184,77.5,9.5,0,1,72.1,76.3,-4.2,2.3,7.5,77.4,22.5,0.1,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q13: How often have you received assessment feedback on time?,311,441.7,,139.5,128,31.5,12,0,2,86,81.6,4.4,1.8,7.4,0,14.7,85.3,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q14: How often does feedback help you to improve your work?,312,441.7,,44.5,128,110,29.5,0,1,55.3,67.5,-12.2,2.5,7.5,100,0,0,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Theme 3: Assessment and feedback,312,441.7,,,,,,,,71.1,75.3,-4.2,2.3,7.4,77,22.8,0.2,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q15: How easy was it to contact teaching staff when you needed to?,311.5,441.7,,137,145,24,5.5,0,1.5,90.5,86.8,3.7,1.8,7.5,0,25.3,74.7,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q16: How well have teaching staff supported your learning?,312.5,441.7,,93.5,186.5,32.5,0,0,0.5,89.6,86.5,3.1,1.7,7.5,0.1,35.7,64.2,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Theme 4: Academic support,312.5,441.7,,,,,,,,90.1,86.6,3.5,1.8,7.5,0,29.6,70.4,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q17: How well organised is your course?,312.5,441.7,,48.5,176.5,71,16.5,0,0.5,72,71.5,0.5,2.4,7.5,11.3,68.6,20.1,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q18: How well were any changes to teaching on your course communicated?,305,441.7,,70.5,166.5,54,14,0,8,77.7,76.1,1.6,2.3,7.5,3.8,61.4,34.7,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Theme 5: Organisation and management,313,441.7,,,,,,,,74.8,73.9,0.9,2.4,7.5,7.8,67.3,24.9,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q19: How well have the IT resources and facilities supported your learning?,305,441.7,,75,184.5,36,9.5,0,8,85.1,87,-1.9,1.8,7.4,37.9,61.3,0.8,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",299.5,441.7,,108,144.5,37.5,9.5,0,13.5,84.3,90.1,-5.8,1.7,7.6,97.1,2.9,0,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",298.5,441.7,,87.5,162,43.5,5.5,0,13.5,83.6,86.6,-3,1.9,7.2,61.4,38.4,0.2,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Theme 6: Learning resources,313,441.7,,,,,,,,84.1,87.8,-3.6,1.8,7.5,73.5,26.5,0,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q22: To what extent do you get the right opportunities to give feedback on your course?,310.5,441.7,,134.5,148,25.5,2.5,0,1.5,91,86.6,4.3,1.7,7.4,0,14.4,85.6,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q23: To what extent are students' opinions about the course valued by staff?,307.5,441.7,,98.5,159.5,39.5,10,0,4.5,83.9,79.1,4.8,2.1,7.1,0,13.7,86.2,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q24: How clear is it that students' feedback on the course is acted on?,310.5,441.7,,51,158.5,83.5,17.5,0,0,67.5,65.1,2.3,2.5,7.3,2.7,49.8,47.5,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Theme 7: Student voice,312,441.7,,,,,,,,80.5,76.9,3.6,2.2,7.4,0.3,31.4,68.3,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q25: How well does the students' union (association or guild) represent students' academic interests?,277,441.7,,54,156.5,51,15.5,0,33.5,76,75.6,0.4,2.4,7.2,11.4,70.1,18.5,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q26: How well communicated was information about your university/college's mental wellbeing support services?,304.5,441.7,,127.5,135.5,33,8.5,0,6,86.4,81.8,4.6,2,7.4,0,14.8,85.2,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",303.5,441.7,,91.5,180.5,26,5.5,0,6,89.6,87.6,2,1.7,8.4,0.5,60.9,38.6,367,70.9
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,HC1: I received sufficient preparatory information prior to my placement(s).,94,142,,16,43,12,16,7,5,62.8,68.6,-5.8,4.2,11.8,78.8,18.9,2.3,99,69.7
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,HC2: I was allocated placement(s) suitable for my course.,91,142,,45,32,8,5,1,8,84.6,85.6,-1,3.2,12.1,31.7,54.7,13.6,99,69.7
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,HC3: I received appropriate supervision on placement(s).,93,142,,33,38,14,6,2,6,76.3,81.6,-5.3,3.7,11.9,77.5,20.7,1.8,99,69.7
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,HC4: I was given opportunities to meet my required practice learning outcomes / competences.,99,142,,36,48,12,2,1,0,84.8,86.4,-1.5,3.1,11.3,37.6,52.3,10.1,99,69.7
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,HC5: My contribution during placement(s) as part of the clinical team was valued.,98,142,,33,38,15,9,3,1,72.4,80.3,-7.8,3.8,11.5,92.3,7.4,0.3,99,69.7
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,HC6: My practice supervisor(s) understood how my placement(s) related to the broader requirements of my course.,97,142,,38,40,9,10,0,2,80.4,80.3,0.1,3.6,11.4,23.1,51.5,25.4,99,69.7
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q01: How good are teaching staff at explaining things?,34,43,,9,25,0,0,0,0,100,96.5,3.5,3,28.1,2.2,34.4,63.4,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q02: How often do teaching staff make the subject engaging?,34,43,,4,26,4,0,0,0,88.2,86.5,1.7,4.9,28.1,19.4,37.2,43.5,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q03: How often is the course intellectually stimulating?,34,43,,8,23,3,0,0,0,91.2,81.7,9.4,5.1,28.1,0.9,7.6,91.5,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q04: How often does your course challenge you to achieve your best work?,34,43,,10,21,3,0,0,0,91.2,91.3,-0.1,4.4,28.1,29.5,42.7,27.8,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Theme 1: Teaching on my course,34,43,,,,,,,,92.6,89,3.6,4.6,28.1,9,31.1,59.8,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,34,43,,9,22,3,0,0,0,91.2,87.1,4.1,4.8,28.1,8.3,28.4,63.3,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,34,43,,8,23,3,0,0,0,91.2,89.6,1.5,4.6,28.1,18.9,39.4,41.7,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,34,43,,12,18,4,0,0,0,88.2,87.2,1.1,4.9,28.1,23.2,38.5,38.3,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q08: To what extent does your course have the right balance of directed and independent study?,34,43,,8,21,5,0,0,0,85.3,82.5,2.8,5.2,28.1,15.1,32.3,52.6,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,34,43,,14,18,2,0,0,0,94.1,85.8,8.3,4.1,28.1,0.4,7.2,92.4,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Theme 2: Learning opportunities,34,43,,,,,,,,90,86.4,3.6,4.8,28.1,10.3,30.8,58.9,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q10: How clear were the marking criteria used to assess your work? ,34,43,,8,18,7,1,0,0,76.5,76.4,0.1,5.7,28.1,32.6,33.9,33.4,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q11: How fair has the marking and assessment been on your course? ,34,43,,2,25,7,0,0,0,79.4,77,2.4,5.6,28.1,19.1,31.8,49.1,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q12: How well have assessments allowed you to demonstrate what you have learned?,34,43,,8,18,6,2,0,0,76.5,81,-4.6,5.6,28.1,64.4,25.2,10.4,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q13: How often have you received assessment feedback on time?,34,43,,17,14,2,1,0,0,91.2,84.3,6.9,4.1,28.1,1,13,85.9,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q14: How often does feedback help you to improve your work?,34,43,,7,12,11,4,0,0,55.9,70.9,-15,6.2,28.1,97.8,2,0.2,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Theme 3: Assessment and feedback,34,43,,,,,,,,75.9,77.9,-2,5.7,28.1,46.9,31.7,21.4,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q15: How easy was it to contact teaching staff when you needed to?,34,43,,14,16,4,0,0,0,88.2,89.1,-0.9,5.1,28.1,37.7,37.4,25,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q16: How well have teaching staff supported your learning?,34,43,,13,19,2,0,0,0,94.1,89.9,4.2,4.3,28.1,5.7,28.4,65.9,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Theme 4: Academic support,34,43,,,,,,,,91.2,89.5,1.7,4.7,28.1,18.8,38.2,43,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q17: How well organised is your course?,34,43,,4,15,11,4,0,0,55.9,49.6,6.3,6.7,28.1,9.5,19.2,71.3,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q18: How well were any changes to teaching on your course communicated?,34,43,,8,19,6,1,0,0,79.4,64.7,14.7,6.2,28.3,0.3,2.1,97.6,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Theme 5: Organisation and management,34,43,,,,,,,,67.6,56.9,10.7,6.6,28.1,2.3,8.4,89.4,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q19: How well have the IT resources and facilities supported your learning?,32,43,,3,21,7,1,0,2,75,84.9,-9.9,5.4,27.9,91.3,7.6,1.1,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",33,43,,8,14,9,2,0,1,66.7,89,-22.3,5.2,28.9,100,0,0,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",30,43,,5,17,7,1,0,3,73.3,86.7,-13.3,5.4,26.6,97.7,2.1,0.2,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Theme 6: Learning resources,34,43,,,,,,,,71.6,87.3,-15.8,5.3,28.2,99.4,0.6,0,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q22: To what extent do you get the right opportunities to give feedback on your course?,33,43,,10,18,4,1,0,0,84.8,86.1,-1.2,5.2,27.7,40.5,35.8,23.8,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q23: To what extent are students' opinions about the course valued by staff?,31,43,,8,20,2,1,0,2,90.3,82.1,8.3,5.6,25.6,2.8,12.5,84.7,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q24: How clear is it that students' feedback on the course is acted on?,32,43,,4,13,13,2,0,0,53.1,64.4,-11.3,7.2,27,89,8.3,2.7,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Theme 7: Student voice,33,43,,,,,,,,74.2,77,-2.8,6.3,27.7,51.6,28.2,20.2,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q25: How well does the students' union (association or guild) represent students' academic interests?,25,43,,3,12,9,1,0,7,60,69.7,-9.7,7.6,25.1,82.9,11.7,5.4,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q26: How well communicated was information about your university/college's mental wellbeing support services?,32,43,,17,14,0,1,0,0,96.9,85.9,11,4.8,27.2,0.2,3.6,96.2,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",31,43,,12,16,2,1,0,1,90.3,92.5,-2.2,4.8,27.7,47.2,36.5,16.4,34,79.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,HC1: I received sufficient preparatory information prior to my placement(s).,31,43,,3,9,5,11,3,0,38.7,57.1,-18.4,7,26.7,98.9,1,0.1,31,72.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,HC2: I was allocated placement(s) suitable for my course.,31,43,,9,12,6,3,1,0,67.7,83.5,-15.8,6,26.7,98.6,1.2,0.1,31,72.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,HC3: I received appropriate supervision on placement(s).,31,43,,7,14,6,3,1,0,67.7,77.8,-10.1,6.4,26.7,88,9.4,2.5,31,72.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,HC4: I was given opportunities to meet my required practice learning outcomes / competences.,31,43,,6,18,5,1,1,0,77.4,84.5,-7.1,5.5,26.7,79.4,16.3,4.2,31,72.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,HC5: My contribution during placement(s) as part of the clinical team was valued.,31,43,,9,13,3,4,2,0,71,75,-4,6.2,26.7,59.5,25.7,14.8,31,72.1
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,HC6: My practice supervisor(s) understood how my placement(s) related to the broader requirements of my course.,30,43,,7,14,4,5,0,1,70,67.2,2.8,6.2,26.9,19.8,28.3,52,31,72.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q01: How good are teaching staff at explaining things?,34,43,,9,25,0,0,0,0,100,96.5,3.5,3,28.1,2.2,34.4,63.4,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q02: How often do teaching staff make the subject engaging?,34,43,,4,26,4,0,0,0,88.2,86.5,1.7,4.9,28.1,19.4,37.2,43.5,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q03: How often is the course intellectually stimulating?,34,43,,8,23,3,0,0,0,91.2,81.7,9.4,5.1,28.1,0.9,7.6,91.5,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q04: How often does your course challenge you to achieve your best work?,34,43,,10,21,3,0,0,0,91.2,91.3,-0.1,4.4,28.1,29.5,42.7,27.8,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Theme 1: Teaching on my course,34,43,,,,,,,,92.6,89,3.6,4.6,28.1,9.1,31.1,59.8,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,34,43,,9,22,3,0,0,0,91.2,87.1,4.1,4.8,28.1,8.3,28.4,63.3,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,34,43,,8,23,3,0,0,0,91.2,89.6,1.5,4.6,28.1,18.9,39.4,41.7,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q07: To what extent have you had the chance to bring together information and ideas from different topics?,34,43,,12,18,4,0,0,0,88.2,87.2,1.1,4.9,28.1,23.2,38.5,38.3,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q08: To what extent does your course have the right balance of directed and independent study?,34,43,,8,21,5,0,0,0,85.3,82.5,2.8,5.2,28.1,15.1,32.2,52.6,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,34,43,,14,18,2,0,0,0,94.1,85.8,8.3,4.1,28.1,0.4,7.2,92.4,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Theme 2: Learning opportunities,34,43,,,,,,,,90,86.4,3.6,4.8,28.1,10.4,30.8,58.9,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q10: How clear were the marking criteria used to assess your work? ,34,43,,8,18,7,1,0,0,76.5,76.4,0.1,5.7,28.1,32.6,33.9,33.4,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q11: How fair has the marking and assessment been on your course? ,34,43,,2,25,7,0,0,0,79.4,77,2.4,5.6,28.1,19.1,31.8,49.1,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q12: How well have assessments allowed you to demonstrate what you have learned?,34,43,,8,18,6,2,0,0,76.5,81,-4.6,5.6,28.1,64.4,25.2,10.4,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q13: How often have you received assessment feedback on time?,34,43,,17,14,2,1,0,0,91.2,84.3,6.9,4.1,28.1,1,13,85.9,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q14: How often does feedback help you to improve your work?,34,43,,7,12,11,4,0,0,55.9,70.9,-15,6.2,28.1,97.8,2,0.2,34,79.1
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Theme 3: Assessment and feedback,34,43,,,,,,,,75.9,77.9,-2,5.7,28.1,46.9,31.7,21.4,34,79.1
